1000080986562,411430188,1000066386562,1000101186562,1010140768283,1.00002E+12,eatest.wwce.lt%2B029@gmail.com,fifa-world,sports,pre-launch,en_US,pc,account-management,-,Platinum,,,2000002,efghijk,FIFAWORLD_BETA_ACCESS,FUT
1000040181858,411430170,1010040381858,1000080381858,1010141980867,1.00002E+12,eatest.wwce.lt%2B001@gmail.com,fifa-2015,sports,Launch,en_US,-,account-management,-,None,,,29418,DGDM8SYRK4GADPAZLG3K,FIFAWORLD_BETA_ACCESS,FUT
1000060560233,411424180,1000080360233,1000060560233,1010140768283,1.00002E+12,eatest.wwce.lt%2B002@gmail.com,simcity-mobile,play,Run,en_US,iphone,account-management,-,None,,,29412,DNM59G2HUBPZREMVNU5R,SC_DEVTEST_ACCESS,-
1000041380900,411424181,1010050580900,1000082380900,1010141980867,1.00002E+12,eatest.wwce.lt%2B003@gmail.com,battlefield-omaha,games,pre-launch,en_US,-,game-play-in-game,-,None,,,2002012,B3PFVX445A9AJJKCS5VY,FIFAWORLD_BETA_ACCESS,-
1000040134876,411430171,1010028334876,1000080334876,1010140768283,1.00002E+12,eatest.wwce.lt%2B004@gmail.com,battlefield-hardline,games,pre-launch,en_US,pc,account-management,-,None,,,1078111,abcdefgh,SC_DEVTEST_ACCESS,-
1000062730736,411430172,1000036730736,1000084330736,1010141980867,1.00002E+12,eatest.wwce.lt%2B005@gmail.com,nhl-2015,sports,pre-launch,en_US,ps4,account-security,-,None,,,-10971131,efghijk,FIFAWORLD_BETA_ACCESS,-
1000102941799,411430173,1000064541799,1000123741799,1010141980867,1.00004E+12,eatest.wwce.lt%2B006@gmail.com,madden-2015,sports,pre-launch,en_US,xbox-one,account-security,-,None,,,1080120,weiwhe324343,SC_DEVTEST_ACCESS,-
1000040915769,411424182,1010036515769,1000041515769,1010141980867,1.00002E+12,eatest.wwce.lt%2B007@gmail.com,rail-simulator,-,-,en_US,android-tablet,game-play-in-game,-,None,,,1028111,GC9HLGAC7V2XPY56U3ZZ,FIFAWORLD_BETA_ACCESS,-
1000040583407,411430174,1010048783407,1000060583407,1010140768283,1.00002E+12,eatest.wwce.lt%2B008@gmail.com,king-of-the-course-golf,sports,pre-launch,en_US,ps3,game-play-in-game,-,None,,,29420,6QC4TDKHL9XY2QB7MN2Z,SC_DEVTEST_ACCESS,-
1000040903343,411430175,1000034303343,1000061703343,1010141980867,1.00002E+12,eatest.wwce.lt%2B009@gmail.com,fifa-world-cup-2014,sports,Launch,en_US,pc,other,-,None,,,29426,DGDM8SYRK4GADPAZLG3K,FIFAWORLD_BETA_ACCESS,-
1000080560578,411430176,1010042360578,1000100760578,1010141980867,1.00004E+12,eatest.wwce.lt%2B010@gmail.com,the-sims-3-roaring-heights,play,Expansion,en_US,android-phone,account-management,-,None,,,2000007,DNM59G2HUBPZREMVNU5R,SC_DEVTEST_ACCESS,-
1000060566489,411430177,1000042366489,1000101366489,1010140768283,1.00004E+12,eatest.wwce.lt%2B011@gmail.com,monopoly-bingo,interactive,Launch,en_US,android-phone,account-management,-,None,,,2000006,B3PFVX445A9AJJKCS5VY,FIFAWORLD_BETA_ACCESS,-
1000060729514,411424183,1010026329514,1000101129514,1010140768283,1.00002E+12,eatest.wwce.lt%2B012@gmail.com,heroes-of-dragon-age,interactive,Launch,en_US,android-phone,warranty,-,None,,,294161,abcdefgh,SC_DEVTEST_ACCESS,-
1000060728175,411430178,1000046328175,1000081528175,1010141980867,1.00004E+12,eatest.wwce.lt%2B013@gmail.com,dungeon-keeper,interactive,Run,en_US,pogo,game-play-in-game,-,None,,,29418,efghijk,FIFAWORLD_BETA_ACCESS,-
1000020376215,411424184,1000026376215,1000040376215,1010141980867,1E+12,eatest.wwce.lt%2B014@gmail.com,sherlock-holmes,interactive,Run,en_US,pogo,game-play-in-game,-,None,,,29412,weiwhe324343,SC_DEVTEST_ACCESS,-
1000082585889,411424185,1000048385889,1000124385889,1010140768283,1.00002E+12,eatest.wwce.lt%2B015@gmail.com,Trizzle,interactive,Run,en_US,ipad,account-management,-,None,,,2002012,GC9HLGAC7V2XPY56U3ZZ,FIFAWORLD_BETA_ACCESS,-
1000080513628,411430179,1000046313628,1000121113628,1010141980867,1.00004E+12,eatest.wwce.lt%2B016@gmail.com,monopoly-slots,interactive,Run,en_US,pc,account-management,-,Platinum,,,1078111,6QC4TDKHL9XY2QB7MN2Z,SC_DEVTEST_ACCESS,-
1000041162816,411424186,1000062562816,1000081962816,1010141980867,1.00002E+12,eatest.wwce.lt%2B017@gmail.com,fifa-manager-14,sports,Launch,en_US,pc,account-management,-,Platinum,,,-10971131,DGDM8SYRK4GADPAZLG3K,FIFAWORLD_BETA_ACCESS,-
1000061120622,411424187,1010082520622,1000102320622,1010140768283,1.00002E+12,eatest.wwce.lt%2B018@gmail.com,dawngate,Games,pre-launch,en_US,ps4,account-management,-,Platinum,,,1080120,DNM59G2HUBPZREMVNU5R,SC_DEVTEST_ACCESS,-
1000061161003,411430180,1010078361003,1000102361003,1010141980867,1.00002E+12,eatest.wwce.lt%2B019@gmail.com,ufc,sports,pre-launch,en_US,pc,account-management,-,Platinum,,,1028111,B3PFVX445A9AJJKCS5VY,FIFAWORLD_BETA_ACCESS,-
1000040723896,411430181,1010032723896,1000040723896,1010140768283,1.00002E+12,eatest.wwce.lt%2B020@gmail.com,simcity-cities-of-tomorrow,play,Expansion,en_US,xbox-one,terms-of-service,-,Platinum,,,29420,abcdefgh,SC_DEVTEST_ACCESS,-
1000080545531,411430182,1000048345531,1000081345531,1010141980867,1.00002E+12,eatest.wwce.lt%2B021@gmail.com,titanfall,games,Launch,en_US,pogo,account-management,-,Platinum,,,29426,efghijk,FIFAWORLD_BETA_ACCESS,-
1000020755026,411424188,1000042355026,1000042555026,1010140768283,1.00002E+12,eatest.wwce.lt%2B022@gmail.com,letters-from-nowhere,interactive,Run,en_US,pc,account-management,-,Platinum,,,2000007,weiwhe324343,SC_DEVTEST_ACCESS,-
1000082562153,411430183,1000052762153,1000122962153,1010141980867,1.00002E+12,eatest.wwce.lt%2B023@gmail.com,gaiki,-,Games,en_US,pc,account-management,-,Platinum,,,2000006,GC9HLGAC7V2XPY56U3ZZ,FIFAWORLD_BETA_ACCESS,-
1000042140218,411430184,1000058340218,1000062340218,1010140768283,1.00002E+12,eatest.wwce.lt%2B024@gmail.com,the-sims-4,play,pre-launch,en_US,origin,account-management,-,Platinum,,,20000051,6QC4TDKHL9XY2QB7MN2Z,SC_DEVTEST_ACCESS,-
1000042388575,411430185,1010026388575,1000044588575,1010141980867,1.00002E+12,eatest.wwce.lt%2B025@gmail.com,the-sims-3-into-the-futur,play,pre-launch,en_US,origin,game-play-in-game,-,Platinum,,,2001000,DGDM8SYRK4GADPAZLG3K,FIFAWORLD_BETA_ACCESS,-
1000120760037,411430186,1000050360037,1000141160037,1010140768283,1.00004E+12,eatest.wwce.lt%2B026@gmail.com,the-sims-3-movie-stuff,play,Launch,en_US,xbox-one,account-management,-,Platinum,,,2000003,DNM59G2HUBPZREMVNU5R,SC_DEVTEST_ACCESS,-
1000060772651,411430187,1010046572651,1000100972651,1010141980867,1.00004E+12,eatest.wwce.lt%2B027@gmail.com,plants-vs-zombies-garden-warfare,games,Launch,en_US,origin,account-security,-,Platinum,,,2001020,B3PFVX445A9AJJKCS5VY,FIFAWORLD_BETA_ACCESS,-
1000040734297,411424189,1000044334297,1000061534297,1010140768283,1.00002E+12,eatest.wwce.lt%2B028@gmail.com,nba-live-14,sports,Run,en_US,origin,account-management,-,Platinum,,,10801341,abcdefgh,SC_DEVTEST_ACCESS,-
1000121321759,411430189,1010070521759,1000122121759,1010141980867,1.00002E+12,eatest.wwce.lt%2B030@gmail.com,the-sims-3-dragon-valley,play,Expansion,en_US,origin,account-management,-,Platinum,,,2000001,weiwhe324343,SC_DEVTEST_ACCESS,-
1000060939850,411430190,1000042539850,1000062139850,1010140768283,1.00002E+12,eatest.wwce.lt%2B031@gmail.com,the-sims-3-island-paradise,play,Expansion,en_US,windows-phone,account-management,-,Platinum,,,4385,GC9HLGAC7V2XPY56U3ZZ,FIFAWORLD_BETA_ACCESS,-
1000060726684,411430191,1000200326684,1000081526684,1010141980867,1E+12,eatest.wwce.lt%2B032@gmail.com,command-and-conquer,games,pre-launch,en_US,ipad,account-management,-,Platinum,,,1000059,6QC4TDKHL9XY2QB7MN2Z,SC_DEVTEST_ACCESS,-
1000080730273,411430192,1000036330273,1000101330273,1010140768283,1.00002E+12,eatest.wwce.lt%2B033@gmail.com,the-sims-medieval-mobile,play,Run,en_US,pc,warranty,-,Platinum,,,1000069,DGDM8SYRK4GADPAZLG3K,FIFAWORLD_BETA_ACCESS,-
